user_id,signup_date,emirate,user_type
1432,2024-12-17,Abu Dhabi,buyer
1433,2025-03-20,Dubai,buyer
1434,2025-07-17,Dubai,agent
1435,2024-05-28,Abu Dhabi,seller
1436,2024-04-26,Ajman,seller
1437,2024-01-08,Umm Al Quwain,seller
1438,2024-02-29,Dubai,seller
1439,2025-12-14,Abu Dhabi,agent
1440,2025-09-19,Abu Dhabi,buyer
1441,2024-03-17,Dubai,buyer
1442,2025-09-26,Dubai,agent
1443,2025-12-31,Sharjah,buyer
1444,2025-08-07,Umm Al Quwain,seller
1445,2024-01-20,Sharjah,agent
1446,2025-03-25,Umm Al Quwain,buyer
1447,2024-04-29,Sharjah,buyer
1448,2024-04-04,Ajman,agent
1449,2024-09-24,Dubai,agent
1450,2025-10-04,Dubai,agent
1451,2025-11-21,Sharjah,buyer
1452,2025-04-29,Ajman,agent
1453,2024-12-06,Dubai,seller
1454,2024-11-24,Ajman,seller
1455,2024-12-21,Fujairah,buyer
1456,2025-07-28,Sharjah,agent
1457,2024-02-12,Abu Dhabi,seller
1458,2024-01-17,Dubai,agent
1459,2024-02-03,Ras Al Khaimah,buyer
1460,2024-10-24,Dubai,buyer
1461,2024-05-24,Dubai,buyer
1462,2025-04-15,Dubai,seller
1463,2025-06-27,Dubai,agent
1464,2025-09-11,Dubai,buyer
1465,2024-09-15,Sharjah,agent
1466,2024-06-04,Ajman,buyer
1467,2024-05-06,Dubai,seller
1468,2024-01-03,Fujairah,seller
1469,2024-04-23,Ajman,agent
1470,2024-07-11,Umm Al Quwain,buyer
1471,2024-11-03,Fujairah,buyer
1472,2025-11-07,Dubai,buyer
1473,2024-06-15,Dubai,buyer
1474,2025-04-20,Fujairah,seller
1475,2025-10-07,Umm Al Quwain,seller
1476,2025-03-23,Dubai,agent
1477,2025-12-22,Sharjah,agent
1478,2024-01-29,Sharjah,buyer
1479,2025-09-04,Abu Dhabi,buyer
1480,2025-11-10,Dubai,seller
1481,2025-09-29,Dubai,seller
1482,2024-11-22,Fujairah,agent
1483,2025-01-16,Dubai,agent
1484,2025-09-29,Umm Al Quwain,buyer
1485,2024-01-26,Abu Dhabi,agent
1486,2024-03-13,Umm Al Quwain,buyer
1487,2024-07-20,Abu Dhabi,agent
1488,2024-02-28,Dubai,seller
1489,2025-05-16,Dubai,agent
1490,2025-10-26,Dubai,agent
1491,2024-02-05,Dubai,seller
1492,2024-11-27,Abu Dhabi,agent
1493,2024-03-13,Abu Dhabi,buyer
1494,2024-11-21,Dubai,buyer
1495,2024-05-19,Dubai,buyer
1496,2025-03-21,Dubai,buyer
1497,2025-01-19,Sharjah,agent
1498,2024-01-04,Ras Al Khaimah,buyer
1499,2024-06-13,Dubai,seller
1500,2024-01-06,Dubai,buyer
1501,2024-05-13,Ras Al Khaimah,seller
1502,2024-05-17,Sharjah,buyer
1503,2025-04-16,Dubai,agent
1504,2025-05-11,Dubai,buyer
1505,2024-08-03,Umm Al Quwain,buyer
1506,2025-09-06,Dubai,buyer
1507,2025-11-05,Sharjah,seller
1508,2025-09-26,Ras Al Khaimah,buyer
1509,2025-11-19,Abu Dhabi,seller
1510,2025-03-21,Abu Dhabi,buyer
1511,2025-03-27,Fujairah,buyer
1512,2025-10-30,Ras Al Khaimah,buyer
1513,2025-12-07,Dubai,buyer
1514,2025-09-26,Dubai,seller
1515,2025-04-16,Sharjah,seller
1516,2024-02-24,Dubai,buyer
1517,2025-09-15,Dubai,buyer
1518,2024-05-25,Abu Dhabi,agent
1519,2025-02-09,Dubai,buyer
1520,2025-04-21,Abu Dhabi,buyer
1521,2024-02-05,Sharjah,seller
1522,2024-07-14,Dubai,buyer
1523,2024-08-30,Dubai,buyer
1524,2024-01-08,Dubai,agent
1525,2024-05-25,Dubai,buyer
1526,2025-02-27,Abu Dhabi,seller
1527,2024-06-05,Dubai,seller
1528,2025-10-14,Dubai,agent
1529,2024-01-06,Dubai,buyer
1530,2025-09-20,Dubai,buyer
1531,2024-09-16,Dubai,buyer
1532,2025-08-07,Dubai,seller
1533,2024-01-02,Sharjah,buyer
1534,2025-01-26,Dubai,seller
1535,2025-04-10,Umm Al Quwain,seller
1536,2025-08-01,Abu Dhabi,agent
1537,2024-12-22,Ajman,buyer
1538,2025-06-07,Abu Dhabi,agent
1539,2024-09-05,Abu Dhabi,agent
1540,2024-04-24,Abu Dhabi,buyer
1541,2024-07-17,Fujairah,seller
1542,2024-02-04,Abu Dhabi,agent
1543,2025-09-06,Ajman,seller
1544,2025-05-03,Abu Dhabi,buyer
1545,2025-12-28,Sharjah,buyer
1546,2025-01-06,Umm Al Quwain,agent
1547,2025-09-21,Ajman,buyer
1548,2025-07-23,Abu Dhabi,agent
1549,2025-09-15,Abu Dhabi,agent
1550,2024-03-11,Abu Dhabi,agent
1551,2024-01-03,Dubai,agent
1552,2025-07-23,Fujairah,buyer
1553,2024-04-02,Dubai,buyer
1554,2024-02-03,Dubai,buyer
1555,2025-04-20,Abu Dhabi,agent
1556,2024-06-24,Sharjah,seller
1557,2024-10-13,Abu Dhabi,buyer
1558,2025-08-05,Abu Dhabi,buyer
1559,2025-07-21,Abu Dhabi,seller
1560,2024-05-26,Fujairah,agent
1561,2025-04-02,Abu Dhabi,buyer
1562,2025-12-03,Dubai,seller
1563,2024-06-12,Dubai,buyer
1564,2024-07-24,Dubai,buyer
1565,2024-03-19,Abu Dhabi,buyer
1566,2025-01-31,Dubai,buyer
1567,2025-09-06,Abu Dhabi,seller
1568,2024-02-23,Dubai,agent
1569,2025-03-06,Dubai,buyer
1570,2024-09-06,Sharjah,agent
1571,2024-10-19,Ras Al Khaimah,buyer
1572,2025-08-14,Ajman,buyer
1573,2025-05-10,Dubai,buyer
1574,2025-02-20,Sharjah,buyer
1575,2024-03-15,Ras Al Khaimah,buyer
1576,2024-04-15,Umm Al Quwain,buyer
1577,2025-03-25,Ajman,buyer
1578,2025-02-18,Abu Dhabi,seller
1579,2024-04-21,Dubai,buyer
1580,2025-03-18,Ajman,seller
1581,2025-07-31,Sharjah,agent
1582,2025-07-14,Ajman,seller
1583,2024-05-15,Dubai,buyer
1584,2024-01-03,Abu Dhabi,buyer
1585,2025-12-07,Ras Al Khaimah,agent
1586,2025-11-14,Dubai,buyer
1587,2024-09-28,Ajman,agent
1588,2025-05-21,Dubai,buyer
1589,2024-02-08,Fujairah,seller
1590,2024-10-27,Dubai,agent
1591,2025-06-25,Abu Dhabi,seller
1592,2025-09-10,Dubai,buyer
1593,2025-09-20,Dubai,seller
1594,2025-03-11,Dubai,agent
1595,2024-04-18,Abu Dhabi,buyer
1596,2025-06-17,Dubai,agent
1597,2024-06-10,Sharjah,seller
1598,2025-03-26,Dubai,buyer
1599,2025-03-08,Dubai,seller
1600,2025-02-28,Umm Al Quwain,agent
1601,2025-11-23,Abu Dhabi,seller
1602,2025-04-18,Dubai,buyer
1603,2025-11-17,Dubai,seller
1604,2025-05-12,Sharjah,buyer
1605,2024-06-05,Fujairah,seller
1606,2024-06-10,Abu Dhabi,buyer
1607,2025-05-23,Dubai,agent
1608,2025-08-01,Dubai,agent
1609,2024-05-19,Abu Dhabi,buyer
1610,2024-05-07,Dubai,buyer
1611,2025-06-04,Dubai,buyer
1612,2024-08-08,Sharjah,agent
1613,2024-05-04,Dubai,buyer
1614,2024-05-27,Abu Dhabi,seller
1615,2024-09-21,Ajman,buyer
1616,2025-11-16,Abu Dhabi,seller
1617,2025-12-18,Dubai,buyer
1618,2024-06-15,Dubai,agent
1619,2025-03-17,Abu Dhabi,agent
1620,2025-05-28,Dubai,seller
1621,2025-02-05,Ras Al Khaimah,buyer
1622,2024-08-02,Dubai,seller
1623,2024-11-23,Ras Al Khaimah,agent
1624,2025-09-19,Ajman,seller
1625,2025-11-20,Sharjah,seller
1626,2024-05-07,Sharjah,seller
1627,2024-01-03,Umm Al Quwain,buyer
1628,2024-08-07,Abu Dhabi,buyer
1629,2024-04-08,Dubai,seller
1630,2025-04-02,Abu Dhabi,buyer
1631,2024-05-01,Sharjah,buyer
1632,2025-07-11,Abu Dhabi,seller
1633,2024-05-23,Fujairah,seller
1634,2025-04-29,Abu Dhabi,agent
1635,2024-09-03,Ajman,agent
1636,2024-01-12,Dubai,buyer
1637,2024-04-02,Dubai,buyer
1638,2025-09-06,Ajman,seller
1639,2024-12-27,Dubai,seller
1640,2024-11-06,Dubai,buyer
1641,2025-07-14,Dubai,seller
1642,2024-02-01,Dubai,seller
1643,2024-09-11,Dubai,buyer
1644,2025-04-05,Dubai,agent
1645,2025-10-31,Abu Dhabi,agent
1646,2025-07-30,Abu Dhabi,agent
1647,2024-06-12,Dubai,agent
1648,2025-05-21,Abu Dhabi,agent
1649,2024-08-27,Dubai,buyer
1650,2025-12-22,Dubai,agent
1651,2024-11-16,Dubai,buyer
1652,2024-02-03,Abu Dhabi,seller
1653,2024-07-24,Fujairah,buyer
1654,2025-04-25,Dubai,seller
1655,2025-01-13,Sharjah,buyer
1656,2024-12-06,Abu Dhabi,buyer
1657,2024-06-08,Abu Dhabi,buyer
1658,2024-05-16,Dubai,seller
1659,2024-05-24,Dubai,seller
1660,2025-02-14,Abu Dhabi,seller
1661,2025-06-09,Dubai,seller
1662,2025-07-19,Abu Dhabi,buyer
1663,2024-10-28,Umm Al Quwain,buyer
1664,2024-09-03,Dubai,buyer
1665,2025-12-25,Dubai,buyer
1666,2025-10-21,Dubai,agent
1667,2024-01-09,Dubai,seller
1668,2024-12-02,Abu Dhabi,buyer
1669,2025-08-25,Sharjah,buyer
1670,2025-05-17,Dubai,buyer
1671,2024-12-29,Abu Dhabi,buyer
1672,2025-06-14,Ajman,buyer
1673,2024-10-20,Dubai,seller
1674,2024-09-27,Abu Dhabi,buyer
1675,2025-02-27,Ras Al Khaimah,agent
1676,2025-05-23,Dubai,agent
1677,2025-01-31,Dubai,buyer
1678,2024-10-19,Fujairah,agent
1679,2025-11-02,Abu Dhabi,buyer
1680,2024-02-14,Sharjah,buyer
1681,2024-06-18,Sharjah,seller
1682,2025-12-03,Dubai,buyer
1683,2025-02-11,Sharjah,buyer
1684,2025-08-05,Ras Al Khaimah,buyer
1685,2025-03-31,Abu Dhabi,buyer
1686,2025-05-07,Umm Al Quwain,seller
1687,2025-10-02,Sharjah,buyer
1688,2024-06-12,Sharjah,buyer
1689,2024-11-17,Dubai,seller
1690,2025-09-04,Abu Dhabi,buyer
1691,2025-01-25,Sharjah,seller
1692,2025-10-28,Dubai,seller
1693,2024-10-29,Sharjah,buyer
1694,2025-06-23,Abu Dhabi,buyer
1695,2025-05-10,Ajman,buyer
1696,2024-04-01,Sharjah,buyer
1697,2024-03-31,Dubai,buyer
1698,2025-11-01,Dubai,buyer
1699,2024-11-15,Dubai,seller
1700,2025-08-08,Dubai,seller
1701,2024-10-25,Dubai,buyer
1702,2025-01-03,Abu Dhabi,buyer
1703,2025-09-21,Fujairah,buyer
1704,2025-10-06,Dubai,seller
1705,2025-11-25,Fujairah,agent
1706,2024-10-23,Sharjah,buyer
1707,2024-05-22,Dubai,seller
1708,2025-04-19,Sharjah,buyer
1709,2024-06-02,Dubai,buyer
1710,2024-06-10,Umm Al Quwain,buyer
1711,2025-09-17,Abu Dhabi,buyer
1712,2024-05-29,Dubai,buyer
1713,2024-12-30,Dubai,agent
1714,2025-03-20,Dubai,seller
1715,2024-08-01,Dubai,seller
1716,2024-09-17,Dubai,agent
1717,2024-08-29,Sharjah,buyer
1718,2025-04-01,Dubai,buyer
1719,2024-02-27,Abu Dhabi,agent
1720,2024-07-29,Dubai,agent
1721,2024-10-24,Dubai,buyer
1722,2024-01-02,Umm Al Quwain,buyer
1723,2025-11-26,Dubai,agent
1724,2025-04-03,Sharjah,seller
1725,2024-01-19,Sharjah,buyer
1726,2024-08-16,Sharjah,buyer
1727,2024-12-19,Fujairah,buyer
1728,2024-08-25,Abu Dhabi,seller
1729,2025-09-08,Ajman,seller
1730,2024-05-11,Dubai,buyer
1731,2025-03-04,Dubai,buyer
1732,2024-02-05,Sharjah,agent
1733,2025-07-10,Umm Al Quwain,buyer
1734,2025-07-13,Fujairah,buyer
1735,2024-10-23,Abu Dhabi,buyer
1736,2024-12-04,Dubai,buyer
1737,2025-04-18,Sharjah,seller
1738,2024-04-07,Sharjah,seller
1739,2025-07-16,Abu Dhabi,agent
1740,2025-10-16,Sharjah,buyer
1741,2024-06-12,Abu Dhabi,seller
1742,2025-06-26,Dubai,seller
1743,2025-04-15,Dubai,buyer
1744,2024-02-23,Sharjah,buyer
1745,2024-07-13,Ajman,seller
1746,2024-09-08,Umm Al Quwain,buyer
1747,2025-01-17,Abu Dhabi,buyer
1748,2024-08-08,Ajman,agent
1749,2024-06-09,Ras Al Khaimah,buyer
1750,2024-08-15,Abu Dhabi,buyer
1751,2025-01-09,Umm Al Quwain,buyer
1752,2024-12-31,Dubai,seller
1753,2024-10-24,Abu Dhabi,buyer
1754,2025-08-06,Abu Dhabi,agent
1755,2024-09-04,Abu Dhabi,agent
1756,2024-08-21,Abu Dhabi,buyer
1757,2025-05-22,Abu Dhabi,seller
1758,2025-01-03,Dubai,buyer
1759,2025-03-14,Abu Dhabi,buyer
1760,2024-11-16,Dubai,seller
1761,2024-11-15,Abu Dhabi,buyer
1762,2024-01-03,Abu Dhabi,buyer
1763,2024-07-08,Sharjah,agent
1764,2024-04-06,Dubai,buyer
1765,2025-10-30,Dubai,buyer
1766,2025-12-24,Abu Dhabi,seller
1767,2025-05-13,Abu Dhabi,seller
1768,2024-01-09,Sharjah,buyer
1769,2025-03-26,Sharjah,buyer
1770,2025-12-05,Dubai,agent
1771,2024-01-22,Umm Al Quwain,buyer
1772,2025-04-22,Abu Dhabi,seller
1773,2025-07-03,Dubai,buyer
1774,2024-03-13,Dubai,seller
1775,2025-08-23,Sharjah,buyer
1776,2024-01-03,Abu Dhabi,buyer
1777,2025-08-26,Fujairah,buyer
1778,2024-10-03,Abu Dhabi,seller
1779,2025-01-27,Sharjah,buyer
1780,2025-02-06,Abu Dhabi,agent
1781,2024-09-17,Ajman,seller
1782,2024-10-28,Sharjah,buyer
1783,2024-05-27,Sharjah,agent
1784,2024-01-30,Dubai,buyer
1785,2025-10-29,Abu Dhabi,buyer
1786,2024-10-02,Fujairah,agent
1787,2025-04-03,Abu Dhabi,seller
1788,2024-01-12,Fujairah,buyer
1789,2025-02-10,Abu Dhabi,seller
1790,2025-03-11,Dubai,buyer
1791,2024-04-25,Abu Dhabi,agent
1792,2025-06-19,Abu Dhabi,buyer
1793,2025-12-24,Umm Al Quwain,agent
1794,2024-11-03,Sharjah,buyer
1795,2024-06-25,Umm Al Quwain,agent
1796,2024-11-18,Abu Dhabi,buyer
1797,2024-10-01,Abu Dhabi,seller
1798,2024-02-18,Sharjah,buyer
1799,2024-07-30,Sharjah,agent
1800,2025-04-27,Sharjah,agent
1801,2024-10-29,Abu Dhabi,buyer
1802,2024-01-25,Abu Dhabi,buyer
1803,2024-12-15,Dubai,seller
1804,2025-06-07,Umm Al Quwain,seller
1805,2025-05-09,Umm Al Quwain,seller
1806,2024-10-27,Sharjah,buyer
1807,2025-05-04,Dubai,buyer
1808,2025-10-23,Abu Dhabi,seller
1809,2025-01-22,Sharjah,buyer
1810,2024-01-31,Sharjah,agent
1811,2024-10-29,Dubai,agent
1812,2024-08-14,Ajman,seller
1813,2025-04-13,Dubai,buyer
1814,2024-10-28,Sharjah,buyer
1815,2025-09-30,Sharjah,buyer
1816,2025-09-26,Dubai,buyer
1817,2024-06-05,Ajman,seller
1818,2025-04-22,Dubai,seller
1819,2024-10-09,Dubai,agent
1820,2025-03-17,Dubai,agent
1821,2025-06-29,Sharjah,agent
1822,2024-02-06,Sharjah,seller
1823,2025-07-31,Dubai,seller
1824,2025-06-28,Sharjah,buyer
1825,2025-02-26,Sharjah,agent
1826,2024-04-10,Dubai,agent
1827,2024-08-21,Umm Al Quwain,buyer
1828,2025-05-05,Abu Dhabi,buyer
1829,2025-09-08,Dubai,seller
1830,2024-04-29,Sharjah,agent
1831,2025-03-06,Ajman,agent
1832,2025-05-27,Sharjah,seller
1833,2024-05-03,Sharjah,seller
1834,2025-08-15,Abu Dhabi,seller
1835,2025-12-11,Umm Al Quwain,buyer
1836,2025-08-06,Dubai,seller
1837,2024-01-28,Dubai,buyer
1838,2025-01-23,Abu Dhabi,buyer
1839,2024-02-03,Abu Dhabi,seller
1840,2024-11-26,Dubai,seller
1841,2024-10-14,Dubai,buyer
1842,2024-10-18,Sharjah,buyer
1843,2024-10-07,Dubai,buyer
1844,2024-08-17,Dubai,agent
1845,2025-09-06,Abu Dhabi,seller
1846,2024-07-26,Abu Dhabi,seller
1847,2025-11-19,Dubai,seller
1848,2024-05-13,Dubai,buyer
1849,2024-08-05,Dubai,buyer
1850,2024-06-06,Abu Dhabi,buyer
1851,2025-05-23,Abu Dhabi,buyer
1852,2024-05-11,Dubai,buyer
1853,2025-07-14,Dubai,buyer
1854,2024-05-10,Dubai,seller
1855,2025-03-03,Abu Dhabi,agent
1856,2025-06-03,Ajman,agent
1857,2024-04-03,Dubai,seller
1858,2024-09-18,Abu Dhabi,agent
1859,2024-07-08,Abu Dhabi,seller
1860,2024-03-24,Umm Al Quwain,seller
1861,2025-07-14,Dubai,agent
1862,2024-04-18,Fujairah,buyer
1863,2025-06-21,Abu Dhabi,buyer
1864,2024-06-12,Fujairah,agent
1865,2024-05-16,Dubai,agent
1866,2024-11-19,Abu Dhabi,buyer
1867,2024-10-26,Ras Al Khaimah,buyer
1868,2024-09-26,Abu Dhabi,agent
1869,2025-11-24,Dubai,agent
1870,2025-12-16,Abu Dhabi,buyer
1871,2024-12-03,Dubai,seller
1872,2024-03-20,Sharjah,agent
1873,2024-06-24,Abu Dhabi,buyer
1874,2024-12-12,Abu Dhabi,seller
1875,2025-04-03,Umm Al Quwain,seller
1876,2025-04-30,Abu Dhabi,agent
1877,2025-03-18,Sharjah,buyer
1878,2024-01-31,Abu Dhabi,buyer
1879,2025-05-25,Dubai,buyer
1880,2024-09-02,Sharjah,seller
1881,2024-10-14,Abu Dhabi,buyer
1882,2024-06-09,Dubai,buyer
1883,2024-11-17,Abu Dhabi,buyer
1884,2025-12-01,Dubai,seller
1885,2025-08-26,Abu Dhabi,seller
1886,2025-10-25,Abu Dhabi,seller
1887,2025-12-29,Abu Dhabi,seller
1888,2025-12-20,Dubai,agent
1889,2024-05-30,Dubai,seller
1890,2025-07-13,Dubai,buyer
1891,2025-01-08,Sharjah,buyer
1892,2025-06-28,Dubai,seller
1893,2024-06-28,Abu Dhabi,seller
1894,2024-12-28,Dubai,buyer
1895,2024-06-24,Sharjah,seller
1896,2024-11-15,Umm Al Quwain,buyer
1897,2025-08-26,Sharjah,agent
1898,2024-01-18,Sharjah,seller
1899,2025-09-19,Dubai,agent
1900,2024-01-14,Abu Dhabi,seller
1901,2025-01-25,Dubai,buyer
1902,2024-08-23,Abu Dhabi,seller
1903,2024-03-06,Fujairah,buyer
1904,2024-12-13,Sharjah,agent
1905,2025-09-14,Dubai,buyer
1906,2024-06-24,Abu Dhabi,seller
1907,2024-07-10,Dubai,buyer
1908,2024-04-26,Ajman,buyer
1909,2025-06-08,Dubai,seller
1910,2025-12-01,Ras Al Khaimah,agent
1911,2024-04-19,Fujairah,agent
1912,2024-10-02,Abu Dhabi,seller
1913,2024-11-08,Dubai,buyer
1914,2024-04-08,Dubai,seller
1915,2025-01-01,Abu Dhabi,buyer
1916,2024-01-09,Dubai,seller
1917,2024-07-14,Dubai,seller
1918,2025-01-10,Fujairah,buyer
1919,2025-12-25,Abu Dhabi,seller
1920,2024-10-07,Dubai,seller
1921,2025-05-16,Abu Dhabi,buyer
1922,2024-02-20,Dubai,buyer
1923,2024-05-27,Dubai,buyer
1924,2025-06-27,Dubai,seller
1925,2025-12-19,Abu Dhabi,agent
1926,2025-08-11,Dubai,seller
1927,2024-05-29,Ras Al Khaimah,buyer
1928,2024-08-10,Dubai,buyer
1929,2025-05-27,Abu Dhabi,buyer
1930,2024-01-04,Abu Dhabi,agent
1931,2024-09-02,Ras Al Khaimah,buyer
1932,2025-02-24,Abu Dhabi,buyer
1933,2024-11-17,Ras Al Khaimah,buyer
1934,2025-03-05,Dubai,buyer
1935,2025-11-06,Abu Dhabi,buyer
1936,2024-12-24,Abu Dhabi,buyer
1937,2024-06-20,Abu Dhabi,agent
1938,2024-02-12,Abu Dhabi,seller
1939,2024-03-10,Umm Al Quwain,buyer
1940,2024-03-17,Sharjah,buyer
1941,2025-04-21,Dubai,seller
1942,2024-05-04,Sharjah,buyer
1943,2024-07-31,Abu Dhabi,seller
1944,2024-04-19,Dubai,seller
1945,2024-02-25,Sharjah,agent
1946,2025-03-21,Ajman,seller
1947,2024-06-27,Dubai,seller
1948,2025-10-16,Abu Dhabi,buyer
1949,2024-02-17,Fujairah,seller
1950,2025-12-04,Umm Al Quwain,seller
1951,2025-08-25,Abu Dhabi,buyer
1952,2025-07-15,Dubai,buyer
1953,2024-03-23,Dubai,buyer
1954,2024-03-15,Dubai,buyer
1955,2024-03-14,Fujairah,buyer
1956,2024-11-22,Abu Dhabi,buyer
1957,2024-05-15,Dubai,agent
1958,2025-09-16,Dubai,seller
1959,2025-11-11,Abu Dhabi,agent
1960,2024-05-02,Ajman,buyer
1961,2024-01-22,Abu Dhabi,buyer
1962,2024-03-12,Sharjah,buyer
1963,2024-11-20,Sharjah,agent
1964,2025-08-24,Abu Dhabi,buyer
1965,2025-02-20,Fujairah,seller
1966,2025-10-11,Dubai,agent
1967,2025-05-17,Abu Dhabi,buyer
1968,2024-12-15,Abu Dhabi,seller
1969,2025-03-31,Dubai,buyer
1970,2025-02-05,Dubai,seller
1971,2024-04-06,Dubai,buyer
1972,2025-11-03,Dubai,seller
1973,2025-12-08,Dubai,buyer
1974,2024-07-15,Ajman,seller
1975,2024-05-14,Abu Dhabi,buyer
1976,2024-02-19,Dubai,buyer
1977,2024-10-08,Ajman,buyer
1978,2024-05-31,Dubai,seller
1979,2024-02-28,Dubai,seller
1980,2024-07-01,Dubai,seller
1981,2025-12-29,Dubai,buyer
1982,2025-04-18,Dubai,agent
1983,2025-03-04,Abu Dhabi,seller
1984,2024-10-31,Dubai,seller
1985,2024-08-08,Sharjah,buyer
1986,2025-03-09,Dubai,buyer
1987,2024-10-13,Umm Al Quwain,agent
1988,2024-04-18,Dubai,agent
1989,2024-05-05,Abu Dhabi,seller
1990,2025-05-18,Ajman,buyer
1991,2025-04-05,Sharjah,buyer
1992,2025-03-10,Sharjah,buyer
1993,2024-08-21,Abu Dhabi,seller
1994,2025-07-10,Dubai,buyer
1995,2024-01-11,Dubai,buyer
1996,2025-08-03,Ras Al Khaimah,seller
1997,2025-02-13,Abu Dhabi,buyer
1998,2024-04-07,Dubai,buyer
1999,2024-01-19,Abu Dhabi,buyer
2000,2025-04-07,Sharjah,seller
2001,2024-05-11,Dubai,buyer
2002,2024-09-03,Dubai,seller
2003,2024-05-17,Ajman,agent
2004,2024-10-19,Sharjah,seller
2005,2024-11-15,Abu Dhabi,buyer
2006,2024-07-15,Dubai,seller
2007,2025-03-11,Dubai,agent
2008,2024-08-16,Sharjah,buyer
2009,2024-10-15,Abu Dhabi,seller
2010,2024-01-02,Sharjah,seller
2011,2025-09-16,Dubai,buyer
2012,2024-01-14,Abu Dhabi,buyer
2013,2025-08-31,Ras Al Khaimah,buyer
2014,2024-03-15,Ras Al Khaimah,buyer
2015,2024-04-19,Dubai,seller
2016,2024-06-27,Sharjah,seller
2017,2025-10-05,Dubai,buyer
2018,2024-09-12,Sharjah,seller
2019,2024-08-29,Dubai,buyer
2020,2025-06-02,Dubai,seller
2021,2024-07-28,Dubai,agent
2022,2025-11-17,Abu Dhabi,buyer
2023,2025-01-07,Dubai,seller
2024,2024-01-13,Sharjah,buyer
2025,2024-10-17,Sharjah,buyer
2026,2025-11-08,Dubai,seller
2027,2024-09-09,Dubai,buyer
2028,2025-07-26,Dubai,seller
2029,2024-03-19,Sharjah,agent
2030,2025-09-18,Sharjah,seller
2031,2024-11-02,Abu Dhabi,seller
2032,2025-02-12,Dubai,buyer
2033,2025-08-27,Abu Dhabi,buyer
2034,2024-05-23,Abu Dhabi,seller
2035,2025-04-25,Sharjah,buyer
2036,2024-04-04,Umm Al Quwain,buyer
2037,2025-07-20,Dubai,buyer
2038,2024-02-14,Fujairah,buyer
2039,2024-05-04,Dubai,buyer
2040,2024-06-27,Dubai,buyer
2041,2025-02-14,Dubai,agent
2042,2024-04-14,Abu Dhabi,seller
2043,2025-03-17,Sharjah,seller
2044,2024-06-21,Fujairah,agent
2045,2024-04-10,Abu Dhabi,buyer
2046,2025-08-05,Dubai,seller
2047,2024-02-05,Ajman,buyer
2048,2024-03-16,Dubai,seller
2049,2024-03-01,Abu Dhabi,buyer
2050,2025-10-04,Dubai,buyer
2051,2024-12-25,Dubai,buyer
2052,2025-06-05,Dubai,agent
2053,2024-08-09,Sharjah,buyer
2054,2024-04-16,Dubai,seller
2055,2025-09-05,Abu Dhabi,seller
2056,2024-06-26,Dubai,buyer
2057,2025-09-25,Dubai,agent
2058,2024-09-01,Fujairah,buyer
2059,2024-06-10,Umm Al Quwain,buyer
2060,2025-03-11,Abu Dhabi,buyer
2061,2025-03-11,Fujairah,seller
2062,2025-03-22,Dubai,buyer
2063,2024-10-03,Dubai,buyer
2064,2025-06-23,Dubai,agent
2065,2024-10-25,Ajman,agent
2066,2024-04-13,Ras Al Khaimah,agent
2067,2024-06-04,Abu Dhabi,seller
2068,2024-04-05,Umm Al Quwain,seller
2069,2025-01-11,Sharjah,seller
2070,2024-08-07,Umm Al Quwain,buyer
2071,2025-08-11,Abu Dhabi,seller
2072,2025-01-21,Dubai,buyer
2073,2025-12-11,Dubai,seller
2074,2025-03-03,Umm Al Quwain,seller
2075,2024-10-16,Dubai,buyer
2076,2024-04-10,Umm Al Quwain,seller
2077,2024-09-29,Dubai,agent
2078,2025-11-07,Dubai,buyer
2079,2025-06-02,Sharjah,agent
2080,2025-04-20,Dubai,agent
2081,2025-04-11,Abu Dhabi,buyer
2082,2025-06-01,Ras Al Khaimah,buyer
2083,2024-09-12,Fujairah,seller
2084,2024-05-24,Fujairah,buyer
2085,2024-11-29,Dubai,seller
2086,2025-05-26,Ras Al Khaimah,buyer
2087,2024-08-18,Dubai,buyer
2088,2024-01-14,Abu Dhabi,buyer
2089,2024-07-02,Dubai,agent
2090,2025-05-24,Sharjah,seller
2091,2025-05-29,Abu Dhabi,seller
2092,2025-01-06,Abu Dhabi,buyer
2093,2024-04-04,Abu Dhabi,seller
2094,2024-07-11,Abu Dhabi,agent
2095,2025-10-28,Ras Al Khaimah,agent
2096,2025-02-02,Abu Dhabi,agent
2097,2025-04-12,Fujairah,buyer
2098,2024-08-01,Dubai,seller
2099,2024-04-26,Dubai,seller
2100,2024-09-01,Abu Dhabi,seller
2101,2025-02-23,Abu Dhabi,buyer
2102,2025-06-24,Sharjah,buyer
2103,2025-12-31,Umm Al Quwain,seller
2104,2024-08-17,Abu Dhabi,seller
2105,2025-05-03,Dubai,buyer
2106,2024-11-02,Abu Dhabi,buyer
2107,2024-02-17,Abu Dhabi,buyer
2108,2024-06-11,Abu Dhabi,buyer
2109,2025-03-28,Abu Dhabi,seller
2110,2024-05-06,Dubai,buyer
2111,2024-12-24,Dubai,seller
2112,2024-02-20,Dubai,agent
2113,2025-08-31,Dubai,buyer
2114,2025-11-15,Dubai,seller
2115,2024-09-21,Dubai,buyer
2116,2024-03-03,Dubai,buyer
2117,2024-10-31,Abu Dhabi,buyer
2118,2024-11-12,Dubai,agent
2119,2025-11-30,Dubai,agent
2120,2024-07-14,Dubai,buyer
2121,2024-12-19,Umm Al Quwain,agent
2122,2025-11-06,Abu Dhabi,seller
